Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE
"Yeah. Yeah. And he's, he's, he really helps us out. And I didn't know what to do with that. So that's why it's, I guess that feeling that I have had since that happened has prompted me to call somebody to figure out what to do.",P,,,,,,,155_20,,,,,,,,,,
"What are your thoughts right now about some of the options out there for you to do if, if anything, what are what are you thinking about? ",T,2.0,2.0,2.0,-1.0,1.0,-1.0,155_21,,,,,,,,,,
I haven't talked anybody for for a year really,P,,,,,,,155_22,,,,,,,,,,
gotten pretty isolated ?,T,1.0,-1.0,0.0,-1.0,1.0,-1.0,155_23,,,,,,,,,,
"Yeah. Yeah, I haven't my parents live pretty far away and, and I guess he's kind of a boyfriend kind ofI guess the words jealous. He just really cares about us. And so I haven't had a chance to really talk to people about what some ideas would be that will. What could I do, I used to work and I was kind of looking forward to working again. He's he's sort of made it clear that I don't need to work because he's going to take care of us he brings home diapers and gives us some money when he's around and so we really don't need it most the time.",P,,,,,,,155_24,,,,,,,,,,
"So you had been kind of thinking about maybe going back to work and doing doing some of that on your on your own and, and yet He, he doesn't really he's expressing that he liked to be able to take care of you. And, and when he's there, he does take care of you. ",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_25,,,,,,,,,,
"Yeah, yeah. Yeah, it does take care of us. He's, uh, he's he makes sure that I have enough money for, you know, the basic needs in the house and he pays the rent and, and you know, but when I when he's gone and I run out of money, it just kind of that's when I think cut it. Just wish I could take a little bit by myself. I just not sure how to go about doing that.",P,,,,,,,155_26,,,,,,,,,,
"Does that leaves you in a real bind when you're, you're there and you don't have what you need?",T,0.0,-1.0,1.0,-1.0,0.0,-1.0,155_27,,,,,,,,,,
"And I yeah, and I don't know who to talk to about that. I try to call him sometimes and make up you know, and say sorry for the fight that we had and sometimes that works and sometimes it doesn't.",P,,,,,,,155_28,,,,,,,,,,
"So you've kind of find yourself when you're in that bind, trying to find ways of, of getting getting what you need.",T,2.0,-1.0,2.0,-1.0,-2.0,-1.0,155_29,,,,,,,,,,
"Yeah. Yeah. So I don't know how to do this. I mean, I don't know what to do next. Not very good at it.",P,,,,,,,155_30,,,,,,,,,,
"I just want to say we can go over some things that are potential to talk about to really focus on that might help you. But I just want to let you know that this is, I really appreciate how hard this is to be able to talk about it. And it's it's not an easy situation, and you're definitely not alone. And I really appreciate your willingness to talk about it.",T,2.0,2.0,0.0,-1.0,1.0,-1.0,155_31,,,,,,,,,,
Thanks. It's really hard to,P,,,,,,,155_32,,,,,,,,,,
Yeah I know. There are lots of different things that we can talk about that are that that many women in very similar situations find themselves and things that we can talk about and focus our conversation on that might help you just sort of sort out and Figure out what if anything that you want to do differently or how to what your next step might be?,T,2.0,2.0,0.0,-1.0,1.0,2.0,155_33,,,,,,,,,,
okay,P,,,,,,,155_34,,,,,,,,,,
"And and some of those that we work with are like talking about the relationship, you've mentioned a few things about your, your relationship and how it kind of goes in and out and it's can be really good and, and then he can be gone for a while and just sort of sorting some of that out about where you are with that. We can certainly talk about resources about the resources in the community that may be there for you, or in terms of your own understanding. But also if you if you are in need of additional help, we can talk about those. We can talk about safety planning. I mean, one of the one of the important things is to try and help you find a way to make sure that you feel good about keeping yourself and in your baby safe. And we can talk about that. We can talk about finances. You mentioned that you were thinking about going back to work but that you were relying on him right now. We can certainly For that a little bit more, taking care of yourself which,",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_35,,,,,,,,,,
"yeah, right. ",P,,,,,,,155_36,,,,,,,,,,
"Yeah, yeah, for many, many new new moms that's hard under any circumstances to find a way to take care of themselves and keep themselves healthy. So that's certainly something we can talk about. And also just the whole issue about taking care of your child and, and your, your mothering your parenting, how you might, how you might focus on that and in this situation, or there might be something else that you feel is really important to deal with right up front. Just to start with, what do you think?",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_37,,,,,,,,,,
"Well, it's, it's funny as you're showing me this, I I've been thinking, all I've been doing is focusing on the baby and being a good mom and and, and yet, I'm also trying to think about getting a job and I don't know how those two fit together. And even as I'm just saying that out loud. I'm not even talking about taking care of him. Which is weird that I'm not even when I look at this these circles I am looking at mothering and children and finances and that seems to be important yet I'm spent I spend so much time thinking about him all the time and right now I'm not",P,,,,,,,155_38,,,,,,,,,,
"so maybe you spend a lot of time already thinking about your relationship and really struggling with what what it means and where it is. And now you're kind of think well, maybe I think about some other things and see where I might go with those.",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_39,,,,,,,,,,
These things if the job and taking learning how to be a better mother and might be a might help the relationship so that might be,P,,,,,,,155_40,,,,,,,,,,
so might be a way that focusing on how you might be able to take care of yourself get get a job or look at the possibility of doing that and the same time trying to incorporate you're taking care of your child that those things might help you um Free you up to figure out then what to do about the relationship?,T,0.0,-1.0,1.0,2.0,0.0,2.0,155_41,,,,,,,,,,
"What to do about the relationship? Yeah, what to do about the relationship? I'm not sure what to do with a relationship.",P,,,,,,,155_42,,,,,,,,,,
"Yeah. You know, you're the only one that that really will know about that about the dealing with the relationship about what, when the timing is right for any decision that you make one way or the other.",T,2.0,-1.0,0.0,2.0,1.0,2.0,155_43,,,,,,,,,,
"I don't even know what to think about that. I don't know how to. Yeah, I don't feel like I've been making any decisions. ",P,,,,,,,155_44,,,,,,,,,,
"Yeah. Well, and it sounds like you'd like to think about making some decisions in other areas. And, and when you think about that, is that right? Would you like to focus a little bit on just the possibility of getting a job? If that's something you'd like to talk about? ",T,0.0,-1.0,1.0,-2.0,1.0,2.0,155_45,,,,,,,,,,
"Yeah. And how to balance that with being a mom at the same time, because that sounds really hard.",P,,,,,,,155_46,,,,,,,,,,
"Well, you mentioned earlier that you had kind of been thinking about going back to work when after the baby was born, what what thoughts do you have about how you might go about balancing that? And and in thinking about thinking about that, what have you thought about?",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_47,,,,,,,,,,
"Well, I guess I think initially that I would need his help more, he would need to help take care of the baby. He doesn't do that. Now. So I don't know. And it be kind of scary that I don't know what that would look like. So I would have to find some other help to get to be able to go to work even just part time, so I could get some childcare or something. Yeah. ",P,,,,,,,155_48,,,,,,,,,,
So you might have to explore some other options for the child care and in other ways of taking care of the baby so that you would be feel okay about going back to work?,T,0.0,-1.0,1.0,2.0,1.0,2.0,155_49,,,,,,,,,,
"Yeah. Yeah. Somebody I trusted. Yeah. And I'd have to figure out just the timing of that and a job that would fit a schedule where I could still breastfeed and help her with her naps and make sure I'm there for bedtime and all those important times, but make enough money that it was worthwhile to, to do it. Yeah, to be out and working and paying somebody. That sounds like a lot.",P,,,,,,,155_50,,,,,,,,,,
"It really does sound, though, like you, you're really deeply committed to taking care of your child and providing the kind of structure and, and, and things the basic needs and really taking care of your child at the same time. ",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_51,,,,,,,,,,
Umm Mm hmm. It's very important to me. I didn't I didn't think I was I wanted to have children. And then we did so. I would like him to be a daddy in that. Wow. Just well as I was thinking about him not being around as the daddy and I'm not really sure what to do with that. But the baby the baby is the most important thing right now.,P,,,,,,,155_52,,,,,,,,,,
Right,T,2.0,2.0,1.0,1.0,1.0,2.0,155_53,,,,,,,,,,
I didn't realize that I've spent so much time thinking about him all the time. And when we can hear back and does he love us? And why the heck did he do that that weird thing and why does he care about these other things that he cares about?,P,,,,,,,155_54,,,,,,,,,,
"Like being jealous, not wanting you to have friends?",T,2.0,-1.0,2.0,-1.0,1.0,-1.0,155_55,,,,,,,,,,
"Yeah, why does he. And it has nothing to do with what I'm thinking about now, which is the baby and",P,,,,,,,155_56,,,,,,,,,,
"but it's, we've mentioned that a couple times now that it that it sort of surprises you, the way you're thinking about it in the way you're approaching it. Like you're recognizing we're seeing that you've spent a lot of time really agonizing over over the relationship and, and why things are happening in the relationship or what it really means you've spent a lot of time there. That kind of surprises you that you might be thinking about it differently",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_57,,,,,,,,,,
"agonizing I guess that's what I've been doing. I feel like I've just been hoping and wishing and it seems like all my focus is always so when the baby's crying and I'm worrying about him and and and so the baby crying is just it's hard, but but if just now talking about it letting go of worrying about it feels kind of freeing that I could actually think about why the baby's crying as opposed to why why is he not returning my calls? or Why did he give me that look, when I you know, talked about getting a job and things like that it's not so interesting. ",P,,,,,,,155_58,,,,,,,,,,
So you're realizing to how much it really takes to focus attention on on the baby. And to be able to Do it and it's like I it's hard to do both. It's hard to really think about doing both.,T,0.0,-1.0,0.0,2.0,1.0,2.0,155_59,,,,,,,,,,
"I need his help with that. Yeah, I don't need to be worrying about him too.",P,,,,,,,155_60,,,,,,,,,,
Hmm,T,0.0,0.0,-2.0,0.0,-1.0,1.0,155_61,,,,,,,,,,
I don't understand what safety planning means.,P,,,,,,,155_62,,,,,,,,,,
"Well, one of the things that we we look at is trying to help people who are in a situation similar to you where, where there might be some where there might be some fear about something that could that might happen, or you know, and I know you said he had indicated that he wouldn't do it again. But sometimes it really helps people to feel to have some plans in place for what you would do if anything came up and how to get you and your baby safe, if that's what needs to happen.",T,0.0,-1.0,1.0,2.0,1.0,2.0,155_63,,,,,,,,,,
"So if he kind of got that weird look in his eye again, which actually I've seen before, but he just never really did anything like this before.",P,,,,,,,155_64,,,,,,,,,,
He just went farther this time?,T,2.0,2.0,0.0,2.0,1.0,2.0,155_65,,,,,,,,,,
" Yeah. Okay, so like, if I recognize if I saw that look What to do? ",P,,,,,,,155_66,,,,,,,,,,
"Yeah, yeah. And, and, and sometimes that ties in with, you know, there might be places that you can go to get saved, there might be steps that you can take to, to really keep yourself safe or make sure that the baby's safe for people to call or think just things that you can do based on what your life is like and what you what resources you have available to you. Is that something you're interested in really exploring?",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_67,,,,,,,,,,
"Sounds kind of freaky to think that I would have to keep myself safe from somebody that says he loves me and you know, love the baby. Sounds a little strange.",P,,,,,,,155_68,,,,,,,,,,
Some ways it just seems like it shouldn't have to be that way.,T,0.0,-1.0,0.0,2.0,1.0,2.0,155_69,,,,,,,,,,
"No, shouldn't have to be  that way. But I didn't expect him to do what he did either. So That kind of came out of nowhere",P,,,,,,,155_70,,,,,,,,,,
"really took you by surprise. It's something that you're just trying to figure out where, how does this fit and what it what does it mean? And what do I do with it? What what how do I how do I respond to this? ",T,2.0,2.0,0.0,-1.0,1.0,2.0,155_71,,,,,,,,,,
"Yeah, it doesn't seem real. So I guess, thinking about thinking about that kind of makes sense ahead of time.",P,,,,,,,155_72,,,,,,,,,,
"Yeah. Well, let me see if I if I got it all and then we can make some decisions about where to move from here or how to take the next step with that. I want to make sure I understand a little bit about your situation. ",T,0.0,-1.0,1.0,-2.0,1.0,0.0,155_73,,,,,,,,,,
Okay,P,,,,,,,155_74,,,,,,,,,,
"And this first of all, this is the first time you've come in. This is the first time that you've had something that really happened, this incident that happened where he pushed you really prompted you to to take some steps because it scared you and you you are wanting to protect yourself and your baby. You Really want to protect the baby, you have this relationship that's been cut off and on and but he's been very supportive and helpful in terms of giving you meeting your basic needs and the baby's basic needs and wants to take care of you and, and there are times when it's really good. And there are times when you've been less sure and this is this incident has also made you to kind of think about that some of the ways that you've been thinking about or thinking about it now kind of surprises you but you're looking at thinking about the possibility of maybe working it out to go back to work a little bit so that you can have more financial independence, if you will, or be able to take care of yourself at the for those times when you need to. And you're starting to toy with the idea of maybe it might be useful to have a really good plan to keep yourself safe. Did I kind of get it all",T,0.0,-1.0,1.0,2.0,1.0,2.0,155_75,,,,,,,,,,
