Utterance,Type,ID
"Absolutely. Okay, so we're going to vaccinate Billy today as well as part of the baby check.",T,qbamiDqWjjg_7
"No, no. Same as the first two kids, we're not doing vaccinations today.",P,qbamiDqWjjg_8
"Right, okay. Can you tell me why that's the case?",T,qbamiDqWjjg_9
"I've done my research. I know about the formaldehyde, mercury, and antifreeze. We know it's associated with autism. Don't tell me about the studies; they've been sponsored by Big Pharma.",P,qbamiDqWjjg_10
"Okay, where are you getting your facts from when you say it's linked to all of these things?",T,qbamiDqWjjg_11
"The internet, Cochrane reviews.",P,qbamiDqWjjg_12
"Okay, so the data out there has been completely disproven. All of the risks about autism, that's not true. All of the toxins you talk about are in very safe doses; there's no evidence behind any of that.",T,qbamiDqWjjg_13
"If something happened to my child, I have to take responsibility for that. I'm not willing to put my child at risk, and you can't look me in the eye and say that there's not a single risk with vaccines and it's completely safe.",P,qbamiDqWjjg_14
"I mean, there are very small risks with vaccines, but the diseases it prevents are huge and they can be debilitating.",T,qbamiDqWjjg_15
"I can't help the disease, but I can stop my kid from getting harm from a vaccine. That's in my control. I couldn't live with myself if something happened.",P,qbamiDqWjjg_16
"Okay, look, would you let your kid ride a bike without a helmet?",T,qbamiDqWjjg_17
Of course I wouldn't.,P,qbamiDqWjjg_18
"Exactly, okay. So the helmet is the vaccine that protects the kid.",T,qbamiDqWjjg_19
"Yeah, the helmet doesn't have poisonous chemicals in it and cause kids to be permanently brain-damaged. What do you think I am?",P,qbamiDqWjjg_20
"The vaccines don't have that in it, okay? That's not true. You can't believe everything that you see on the internet.",T,qbamiDqWjjg_21
"Anyway, let's talk about the baby check. I'm not interested in getting vaccines.",P,qbamiDqWjjg_22
"Ultimately, that's your decision. My medical advice would be that it would be completely the wrong thing to do, but I can only give you that advice. Whether you take it or not is completely up to you.",T,qbamiDqWjjg_23
"Alright, let's just get on with the baby check.",P,qbamiDqWjjg_24
"Okay, let's do it.",T,qbamiDqWjjg_25
"Okay Sarah, so the baby check is done.",T,qbamiDqWjjg_26
He's pretty cute.,P,qbamiDqWjjg_27
"Yeah, and Billy's passed with flying colors. I first of all like to apologize; I feel that I didn't let you get your concerns across and I don't think I was listening as well as I should have done. If it's okay with you, I'd just like to address some of your concerns.",T,qbamiDqWjjg_28
Yeah.,P,qbamiDqWjjg_29
"Okay, so can I ask, what's the main concern you're having with Billy having the vaccination?",T,qbamiDqWjjg_30
I know that it can be harmful and I just don't think I could live with myself if I had to take that responsibility that it was me that said yes to a vaccine that hurt my kid. I'm not interested in doing something that might be the reason they end up with something permanently wrong.,P,qbamiDqWjjg_31
"Okay, so it's the harm to Billy that you're concerned about. It's Billy's safety and Billy's welfare essentially. Is there anything else there that particularly concerns you?",T,qbamiDqWjjg_32
"No, it's just scary about all the crap that's in it.",P,qbamiDqWjjg_33
"Yeah, okay. Anything in particular that's in the vaccine that you wanted to discuss or that you're worried about?",T,qbamiDqWjjg_34
"I know it's all in small quantities, but it's still there. You can never say that it's completely safe, and if it was that small chance that something happened to my baby, I'd be responsible.",P,qbamiDqWjjg_35
"And Sarah, you're right. Of course, there's nothing that we do in medicine which doesn't have a risk attached to it.",T,qbamiDqWjjg_36
Yeah.,P,qbamiDqWjjg_37
"I think our points of view are actually more aligned than what you might think. My primary concern is for Billy, as I can see yours is as well. Ultimately, we both just want Billy to be happy and healthy.",T,qbamiDqWjjg_38
Yeah.,P,qbamiDqWjjg_39
"I can tell you're very intelligent and that you understand how research works. The trouble with so much data out there is knowing which bits to take. If it's okay with you, I'd like to share some data with you so you can make a fully informed decision for Billy's healthcare.",T,qbamiDqWjjg_40
"Yeah, I'll have a read. I don't think it's ever a bad thing to read stuff.",P,qbamiDqWjjg_41
"Okay, perfect. And maybe after you've had a read of that information, we can come back and have a further discussion if you'd like to.",T,qbamiDqWjjg_42
"Okay, yeah. Sounds good. Thank you.",P,qbamiDqWjjg_43
"Okay, thanks Sarah.",T,qbamiDqWjjg_44
"Bye, Dr. Young.",P,qbamiDqWjjg_45
Bye.,T,qbamiDqWjjg_46
"Vania, Jason, thanks for coming in today.",T,XUVQ5dGB1x0_1
"Super glad we're here. Honestly, things are okay, it's just...",P,XUVQ5dGB1x0_2
Can you let her talk?,P,XUVQ5dGB1x0_3
I'd like to hear what brings you guys in today. Who wants to start?,T,XUVQ5dGB1x0_4
"Vania, go ahead, because I have no idea why we're here.",P,XUVQ5dGB1x0_5
"Vania, you want to start? I'd like to hear from both of you, but we'll start with you.",T,XUVQ5dGB1x0_6
"He used to be a very loving person, always calling and texting me. Now he's traveling all the time and he hardly ever has time for me. He leaves me alone.",P,XUVQ5dGB1x0_7
I'm working. And one of the reasons I'm working is to pay for all the crap she buys.,P,XUVQ5dGB1x0_8
The fact that you're working doesn't mean that you can't text me goodnight once in a while.,P,XUVQ5dGB1x0_9
"If I'm in a meeting, I'll get all these messages and if I don't respond right away, she's freaking out. It's totally obnoxious. I shouldn't have to take care of her feelings all day long.",P,XUVQ5dGB1x0_10
"I don't want you to text me all day, but you could take two minutes on your break.",P,XUVQ5dGB1x0_11
In between my breaks I'd like to have a break. I'm tired. I'm working.,P,XUVQ5dGB1x0_12
But you haven't seen me all week.,P,XUVQ5dGB1x0_13
"I see her every night, for the most part. When I'm traveling, I'm working too. I feel like she's treating me like a little twelve-year-old. I have to check in with her every time I do anything.",P,XUVQ5dGB1x0_14
"Vania, let's come back to you. I understand there's a lot of tension right now.",T,XUVQ5dGB1x0_15
It's out of control. I don't know where it's coming from. I'm just working a lot to buy her so many things she likes.,P,XUVQ5dGB1x0_16
"So Vania, it sounds like he's gone a lot. Jason, how often do you go away on business?",T,XUVQ5dGB1x0_17
"I go about once a week, maybe overnight or for two nights.",P,XUVQ5dGB1x0_18
